24054|2010.9119
24055|1529.7184
24056|1721.5671
24057|1730.7839
24058|1711.2751
24059|1634.553
24060|1674.3315
24061|1687.5793
24062|1770.1067
24063|1427.7069
24064|1459.2876
24065|1700.8242
24066|1723.3353
24067|1481.316
24068|1615.1377
24069|1223.1873
24070|1655.7764
24071|1736.159
24072|1688.3582
24073|1315.5336
24074|1515.1931
24075|1671.3628
24076|1498.6396
24077|1694.2439
24078|1535.3081
24079|1708.977
24080|1697.9337
24081|1661.6926
24082|1760.1398
24083|1519.4242
24084|1639.0825
24085|1746.1823
24086|1529.9114
24087|1496.8278
24088|1449.8876
24089|1410.7864
24090|1540.1581
24091|1746.8567
24092|1608.3052
24093|1554.935
24094|1571.7043
24095|1470.7794
24096|1548.137
24097|1598.8832
24098|1196.6154
24099|1667.3762
24100|1472.2925
24101|1617.6981
24103|1717.6438
24104|1355.7393
24105|1436.0724
24106|1411.8213
24107|1720.3282
24108|1634.1967
24109|1695.7405
24110|1704.6725
