Fecha/hora inicio,Temperatura almacén principal (inicio),Humedad almacén principal (inicio),Temperatura almacén producción (inicio),Humedad almacén producción (inicio),Fecha/hora fin,Temperatura almacén principal (fin),Humedad almacén principal (fin),Temperatura almacén producción (fin),Humedad almacén producción (fin),Temperatura biorreactores (inicio),Humedad biorreactores (inicio),Temperatura biorreactores (fin),Humedad biorreactores (fin),Temperatura centrifugas (inicio),Humedad centrifugas (inicio),Temperatura centrifugas (fin),Humedad centrifugas (fin)
2023-03-21 07:00:00,20.60908508,35.333641,20.13707924,50.86805344,2023-03-23 06:00:00,19.70124054,42.82769012,20.20399284,52.75969315,20.76931547,42.5756304,20.51991029,49.92203603,19.75028344,43.38175599,20.7610996,49.98462088
2023-03-21 07:00:00,20.60908508,35.333641,20.13707924,50.86805344,2023-03-23 06:00:00,19.70124054,42.82769012,20.20399284,52.75969315,20.76931547,42.5756304,20.51991029,49.92203603,19.75028344,43.38175599,20.7610996,49.98462088
2023-03-22 07:00:00,20.47525787,36.64279556,20.00144577,52.35821533,2023-03-24 06:00:00,20.35590363,32.89525118,20.2510128,49.51533508,22.34048422,40.61989656,18.87722397,42.4778208,18.65560709,46.74702396,19.00211564,40.86838283
2023-03-22 07:00:00,20.47525787,36.64279556,20.00144577,52.35821533,2023-03-24 06:00:00,20.35590363,32.89525118,20.2510128,49.51533508,22.34048422,40.61989656,18.87722397,42.4778208,18.65560709,46.74702396,19.00211564,40.86838283
2023-03-28 07:00:00,20.54624286,34.78009033,20.34143448,49.78298569,2023-03-30 10:00:00,19.19907264,34.30063791,19.79709244,47.63093185,20.95106346,41.00977021,18.94496511,47.14729782,18.46064568,44.96965353,18.6559639,47.59519923
2023-03-28 07:00:00,20.54624286,34.78009033,20.34143448,49.78298569,2023-03-30 07:00:00,19.28530121,29.53920746,20.40653992,47.88772964,20.95106346,41.00977021,18.94895688,35.30885747,18.46064568,44.96965353,18.67172185,37.15546538
2023-03-29 07:00:00,21.9820438,35.86154556,20.25824547,49.78298569,2023-03-31 07:00:00,19.57103729,37.70708489,20.40653992,49.85060817,18.76735687,49.16826332,19.86592848,42.20146672,18.44843864,46.62540515,20.16029748,41.77387584
2023-03-29 07:00:00,21.9820438,35.86154556,20.25824547,49.78298569,2023-03-31 08:00:00,19.30338287,36.8019371,20.34143448,50.18807602,18.76735687,49.16826332,19.9112276,44.03165272,18.44843864,46.62540515,20.16964324,43.66038917
2023-04-04 11:00:00,21.40118408,27.14996695,20.40653992,43.5655365,2023-04-06 12:00:00,22.31173395,24.41767883,20.06655121,39.38440323,21.28144521,34.33006269,22.50199821,30.8547374,20.75589372,33.59578454,19.68225192,34.07316048
2023-04-04 11:00:00,21.40118408,27.14996695,20.40653992,43.5655365,2023-04-06 13:00:00,21.92201996,24.16087914,20.32154274,39.24695969,21.28144521,34.33006269,22.72005537,30.21780207,20.75589372,33.59578454,20.29991007,33.45691489
2023-04-18 07:00:00,23.35792542,35.57580948,20.00144577,49.5370369,2023-04-20 07:00:00,23.24580383,29.79600716,20.34143448,44.921875,22.86904526,45.31910421,22.90566635,36.00340581,19.42956005,50.61612529,19.869559,39.32802416
2023-04-18 07:00:00,23.35792542,35.57580948,20.00144577,49.5370369,2023-04-20 07:00:00,23.24580383,29.79600716,20.34143448,44.921875,22.86904526,45.31910421,22.90566635,36.00340581,19.42956005,50.61612529,19.869559,39.32802416
2023-04-18 07:00:00,23.35792542,35.57580948,20.00144577,49.5370369,2023-04-20 07:00:00,23.24580383,29.79600716,20.34143448,44.921875,22.86904526,45.31910421,22.90566635,36.00340581,19.42956005,50.61612529,19.869559,39.32802416
2023-04-18 07:00:00,23.35792542,35.57580948,20.00144577,49.5370369,2023-04-20 09:00:00,23.64727783,29.54282379,20.20399284,45.75014496,22.86904526,45.31910421,18.98539427,44.28519123,19.42956005,50.61612529,20.33592201,40.79211834
2023-04-25 12:00:00,22.18945876,42.95428085,20.61631966,52.61863327,2023-04-27 13:00:00,21.14438629,47.45303535,19.86762047,53.84837723,22.78238751,50.46970541,19.64996235,62.10036703,18.82469451,59.72452935,21.34311867,61.19571686
2023-04-25 12:00:00,22.18945876,42.95428085,20.61631966,52.61863327,2023-04-27 13:00:00,21.14438629,47.45303535,19.86762047,53.84837723,22.78238751,50.46970541,19.64996235,62.10036703,18.82469451,59.72452935,21.34311867,61.19571686
2023-04-25 08:00:00,18.90914154,45.68781826,20.1171875,52.6222496,2023-04-27 10:00:00,19.943573,50.90060806,19.93634224,55.15094798,21.11908518,52.5528717,19.01233181,73.50959935,18.6193428,55.59351832,21.20883751,63.20355895
2023-05-22 07:00:00,21.40480042,35.57219315,20.294487,53.30945969,2023-05-24 10:00:00,21.66159821,45.63257621,20.42650414,53.13946533,18.889431,66.82312431,23.11038505,57.35868418,18.85221086,60.96871009,19.17020226,68.70883593
2023-05-23 08:00:00,20.61270142,46.30815887,19.97326547,49.49363327,2023-05-25 11:00:00,21.39033302,47.5234375,20.49884224,53.41073227,20.79582641,59.96039642,19.98460077,64.72107883,19.38325128,61.3163167,18.95403326,67.88244517
2023-05-23 08:00:00,20.61270142,46.30815887,19.97326547,49.49363327,2023-05-25 10:00:00,21.15366802,47.72124762,20.33246422,53.26967621,20.79582641,59.96039642,22.25109926,68.24663109,19.38325128,61.3163167,16.51966858,73.50403092
2023-05-30 12:00:00,21.14480647,45.66796875,20.08651543,53.14308548,2023-06-01 12:00:00,22.17881775,45.11458206,20.4283123,51.79397964,17.70572087,68.32568648,18.96067117,66.31369198,18.82638715,65.38089398,17.8820975,68.76197901
2023-05-30 07:00:00,20.83545511,46.84707642,20.2890625,52.87905121,2023-06-01 07:00:00,20.87311554,47.60300827,20.49884224,51.79397964,18.32993299,65.20572575,18.81120448,71.11117554,18.80035072,58.96553031,18.32046696,65.4552837
2023-05-31 07:00:00,20.61993408,46.59751129,20.42650414,53.94965363,2023-06-02 09:00:00,20.98886108,46.85430908,20.15885353,54.63324738,20.93822434,59.72911936,18.96184633,65.63854982,16.72051352,71.03460056,17.33562195,68.44940179
2023-06-06 09:00:00,20.42838913,48.44212723,20.15885353,51.92419052,2023-06-08 14:00:00,20.61270142,47.24493408,20.294487,54.82158361,16.51966858,76.92495728,16.29993629,79.07345581,19.25565338,69.96368408,19.06033516,66.31675406
2023-06-12 08:00:00,21.54224396,49.15692378,20.29267883,51.92419052,2023-06-14 10:00:00,20.75376129,49.34635162,20.08651543,48.54238892,15.72618771,81.33972772,16.61732864,79.07345581,18.74141693,66.20798625,19.58399204,73.65032196
2023-06-12 08:00:00,21.54224396,49.15692378,20.29267883,51.92419052,2023-06-14 08:00:00,21.29267883,48.97064012,20.22395706,51.2442131,15.72618771,81.33972772,16.53749997,79.58460907,18.74141693,66.20798625,20.81820107,75.37527889
2023-06-13 08:00:00,21.17466579,48.7676506,20.15885353,52.73799133,2023-06-15 09:00:00,20.81356297,47.20549028,20.22395706,52.60416412,14.96932888,85.17716217,16.1900692,78.10638403,17.17886925,71.07203398,20.46144135,65.68583548
2023-06-13 08:00:00,21.17466579,48.7676506,20.15885353,52.73799133,2023-06-15 08:00:00,21.00694275,48.10214233,20.49341774,51.64930344,14.96932888,85.17716217,16.12726279,78.68800364,17.17886925,71.07203398,20.33072256,64.14192216
2023-06-20 07:00:00,21.6796875,49.93590927,20.15885353,49.63830948,2023-06-22 09:00:00,19.82421875,53.68663025,20.0214119,49.8332293,15.78722477,81.1242981,15.94592094,82.73566455,21.01351929,67.52113042,18.74141693,71.74401552
2023-06-20 07:00:00,21.6796875,49.93590927,20.15885353,49.63830948,2023-06-22 09:00:00,19.82421875,53.68663025,20.0214119,49.8332293,15.78722477,81.1242981,15.94592094,82.73566455,21.01351929,67.52113042,18.74141693,71.74401552
2023-06-21 08:00:00,19.70485687,53.83130646,20.29629517,48.89979097,2023-06-23 08:00:00,19.43721008,52.76070404,20.15885353,49.229599,15.78722477,83.9564209,15.64073563,84.20056915,20.57405281,65.37887045,19.42655754,66.86339891
2023-06-21 08:00:00,19.70485687,53.83130646,20.29629517,48.89979097,2023-06-23 10:00:00,20.22207642,53.16218185,20.08651543,52.19907379,15.78722477,83.9564209,15.76280975,84.37146759,20.57405281,65.37887045,20.37263351,71.00369982
2023-06-26 08:00:00,19.97251129,51.53819275,20.22395706,51.93142319,2023-06-28 07:00:00,19.89725744,51.94690323,20.2275753,53.13946533,15.88891352,81.44647711,15.71398067,82.90658569,18.889431,70.43599606,19.6050679,66.26439779
2023-06-27 08:00:00,19.93995667,51.00289154,20.3614006,49.63830948,2023-06-29 08:00:00,20.22569275,52.48582077,20.49703407,53.00925827,16.17786217,81.93102493,15.78722477,83.26006447,20.03071444,69.49980164,19.50095984,71.60360478
2023-06-27 08:00:00,19.93995667,51.00289154,20.3614006,49.63830948,2023-06-29 08:00:00,20.22569275,52.48582077,20.49703407,53.00925827,16.17786217,81.93102493,15.78722477,83.26006447,20.03071444,69.49980164,19.50095984,71.60360478
2023-07-03 09:00:00,20.08824921,54.37746048,20.36320877,49.68705628,2023-07-05 08:00:00,19.46614838,54.50043488,20.42650414,49.15795115,19.97589111,67.56426508,19.53642464,68.91384888,19.94057324,71.59947205,20.54963875,71.29792573
2023-07-03 09:00:00,20.08824921,54.37746048,20.36320877,49.68705628,2023-07-05 09:00:00,19.44444275,54.90190887,20.19683075,51.1175535,19.97589111,67.56426508,19.16574228,70.58807854,19.94057324,71.59947205,19.29368416,71.96569824
2023-07-04 07:00:00,19.3369178,53.66546938,20.22395706,53.28052521,2023-07-06 08:00:00,19.07387702,54.25280732,20.09194183,49.23321533,20.04913521,67.70620826,18.82839394,72.0805725,19.51064002,65.30907222,19.84160805,65.83757782
2023-07-04 07:00:00,19.3369178,53.66546938,20.22395706,53.28052521,2023-07-06 08:00:00,19.07387702,54.25280732,20.09194183,49.23321533,20.04913521,67.70620826,18.82839394,72.0805725,19.51064002,65.30907222,19.84160805,65.83757782
2023-07-10 08:00:00,19.85151679,57.58564758,20.0214119,49.36342621,2023-07-12 12:00:00,22.59114838,59.47265625,20.3614006,50.95718545,18.8161869,72.54978516,20.15731289,68.26422552,19.54863167,67.92488493,19.18240929,72.551651
2023-07-11 08:00:00,20.22207642,57.31799698,20.15885353,47.74305344,2023-07-13 08:00:00,19.81698608,57.33868408,20.49703407,51.42082977,19.43876457,69.35330963,19.66178674,67.75528274,18.64375687,72.17387852,20.17120934,66.21643569
2023-07-11 08:00:00,20.22207642,57.31799698,20.15885353,47.74305344,2023-07-13 09:00:00,19.95080566,56.67317581,20.49884224,52.83558816,19.43876457,69.35330963,20.39094162,67.2632172,18.64375687,72.17387852,19.43547837,68.97904904
2023-07-17 07:00:00,19.70485687,52.11588287,20.29629517,48.95833206,2023-07-19 10:00:00,21.79588183,54.11964798,20.49884224,46.96228786,19.14578629,69.4262627,20.29328346,67.50671902,20.14679337,65.98661403,20.78289055,66.42353821
2023-07-18 08:00:00,19.82783508,51.4245899,20.3614006,48.27835464,2023-07-20 08:00:00,20.48249054,51.31655121,20.29629517,47.20775223,20.14091335,72.57357455,19.56949079,67.40013123,19.92706108,66.32587433,20.17120934,65.69033051
2023-07-18 07:00:00,19.7157135,50.90060806,20.15885353,47.90219879,2023-07-20 08:00:00,20.48249054,51.31655121,20.29629517,47.20775223,19.96368217,67.42695102,19.56949079,67.40013123,19.81719398,67.25169636,20.17120934,65.69033051
2023-07-24 09:00:00,19.53194026,54.72612603,20.09013367,50.38859801,2023-07-26 09:00:00,19.58911896,51.182724,20.09013367,50.62654622,19.97589111,69.01150513,19.86602402,67.44921564,19.7771457,68.21258586,20.54963875,70.29360184
2023-07-25 07:00:00,19.77155642,50.62934113,20.29629517,49.65526804,2023-07-27 08:00:00,19.47678766,53.06118604,20.18959808,48.62369575,18.68354568,69.45828154,18.76735687,69.87685541,18.5827198,71.37703877,19.46596512,66.01748527
2023-07-25 07:00:00,19.77155642,50.62934113,20.29629517,49.65526804,2023-07-27 08:00:00,19.47678766,53.06118604,20.18959808,48.62369575,18.68354568,69.45828154,18.76735687,69.87685541,18.5827198,71.37703877,19.46596512,66.01748527
2023-07-31 09:00:00,19.81698608,50.92954254,20.44277954,48.40856552,2023-08-02 10:00:00,20.47382643,54.00881439,20.29629517,51.78905476,20.03692818,69.46476689,20.03692818,67.32968563,20.31193196,64.73252591,20.58625984,67.16621007
2023-07-31 09:00:00,19.81698608,50.92954254,20.44277954,48.40856552,2023-08-02 10:00:00,20.47382643,54.00881439,20.29629517,51.78905476,20.03692818,69.46476689,20.03692818,67.32968563,20.31193196,64.73252591,20.58625984,67.16621007
2023-08-01 07:00:00,20.08824921,54.81704899,20.42650414,51.15445154,2023-08-03 07:00:00,20.03038025,50.63295746,20.0214119,49.58646968,19.12137222,70.33850684,19.53642464,67.30300961,20.32990456,66.76424831,20.14300897,65.14930779
2023-09-04 12:00:00,20.13295235,48.14247193,20.42650414,48.27835464,2023-09-06 12:00:00,21.64511432,46.86053085,20.30674636,47.69214479,22.79122632,55.19654044,19.84855212,64.22855821,20.75282782,67.00042943,19.17020226,66.36930658
